"10-1-15","279 GRAND ST - 279 Grand St","","Yes"
"29-3-12","41 LUTHERAN ST - 41 Lutheran St","","Yes"
"29-3-13","39 LUTHERAN ST - 39 Lutheran St","","Yes"
"29-3-17","31 LUTHERAN ST - 31 Lutheran St","","Yes"
"29-3-20","25 LUTHERAN ST - 25 Lutheran St","","Yes"
"29-3-28","30 CARPENTER AVE - 30 Carpenter Ave","","Yes"
"29-3-8","247 FIRST ST - 247 First St","","Yes"
"29-3-9","245 FIRST ST - 245 First St","","Yes"
"29-4-15","35 CITY TER - 35 City Ter","","Yes"
"29-4-16","33 CITY TER - 33 City Ter","","Yes"
"29-4-17","31 CITY TER - 31 City Ter","","Yes"
"29-4-19","27 CITY TER - 27 City Ter","","Yes"
"29-4-20","25 CITY TER - 25 City Ter","","Yes"
"29-4-27","32 LUTHERAN ST - 32 Lutheran St","","Yes"
"29-4-32","42 LUTHERAN ST - 42 Lutheran St","","Yes"
"29-4-4","233 FIRST ST - 233 First St","","Yes"
"29-4-7","55 CITY TER - 55 City Ter","","Yes"
"29-5-16","39 DUBOIS ST - 39 Dubois St","","Yes"
"29-5-18","35 DUBOIS ST - 35 Dubois St","","Yes"
"29-5-2","221 FIRST ST - 221 First St","","Yes"
"29-5-20","31 DUBOIS ST - 31 Dubois St","","Yes"
"29-5-25","10 VAN NESS ST - 10 Van Ness St","","Yes"
"29-5-26","12 VAN NESS ST - 12 Van Ness St","","Yes"
"29-5-30","28 CITY TERR - 28 City Terr","","Yes"
"29-5-39","50 CITY TER - 50 City Ter","","Yes"
"29-5-6","215 FIRST ST - 215 First St","","Yes"
"29-5-7","57 DUBOIS ST - 57 Dubois St","","Yes"
"29-7-6","196 BROADWAY - 196 Broadway","","Yes"
"29-8-2","17 CITY TER - 17 City Ter","","Yes"
"29-8-6","214 BROADWAY - 214 Broadway","","Yes"
"29-8-7","216 BROADWAY - 216 Broadway","","Yes"
"29-9-6","15 LUTHERAN ST - 15 Lutheran St","","Yes"
"29-9-8","11 LUTHERAN ST - 11 Lutheran St","","Yes"
"30-1-10","39 S MILLER ST - 39 S Miller St","","Yes"
"30-1-17","25 S MILLER ST - 25 S Miller St","","Yes"
"30-1-18","23 S MILLER ST - 23 S Miller St","","Yes"
"30-1-23","13 S MILLER ST - 13 S Miller St","","Yes"
"30-1-24","11 S MILLER ST - 11 S Miller St","","Yes"
"30-1-25","9 S MILLER ST - 9 S Miller St","","Yes"
"30-1-50","52 DUBOIS ST - 52 Dubois St","","Yes"
"30-1-6","47 S MILLER ST - 47 S Miller St","","Yes"
"30-2-1","193 FIRST ST - 193 First St","","Yes"
"30-2-10","43 JOHNSTON ST - 43 Johnston St","","Yes"
"30-2-13","33 JOHNSTON ST - 33 Johnston St","","Yes"
"30-2-16","27 JOHNSTON ST - 27 Johnston St","","Yes"
"30-2-17","25 JOHNSTON ST - 25 Johnston St","","Yes"
"30-2-20","19 JOHNSTON ST - 19 Johnston St","","Yes"
"30-2-21","17 JOHNSTON ST - 17 Johnston St","","Yes"
"30-2-33","12 S MILLER ST - 12 S Miller St","","Yes"
"30-2-47","40 S MILLER ST - 40 S Miller St","","Yes"
"30-2-48","42 S MILLER ST - 42 S Miller St","","Yes"
"30-2-49","44 S MILLER ST - 44 S Miller St","","Yes"
"30-2-51","48 S MILLER ST - 48 S Miller St","","Yes"
"30-2-52","50 S MILLER ST - 50 S Miller St","","Yes"
"30-2-8","47 JOHNSTON ST - 47 Johnston St","","Yes"
"30-2-9","45 JOHNSTON ST - 45 Johnston St","","Yes"
"30-3-12","38 LANDER ST - 38 Lander St","","Yes"
"30-3-13","36 LANDER ST - 36 Lander St","","Yes"
"30-3-14","34 LANDER ST - 34 Lander St","","Yes"
"30-3-20","18 LANDER ST - 18 Lander St","","Yes"
"30-3-34","10 JOHNSTON ST - 10 Johnston St","","Yes"
"30-3-5","52 LANDER ST - 52 Lander St","","Yes"
"30-4-1","47 LANDER ST - 47 Lander St","","Yes"
"30-4-19","29 CHAMBERS ST - 29 Chambers St","","Yes"
"30-4-27","126 BROADWAY - 126 Broadway","","Yes"
"30-4-33","33 LANDER ST - 33 Lander St","","Yes"
"30-4-39","45 A LANDER ST - 45 A Lander St","","Yes"
"30-4-4","145 FIRST ST - 145 First St","","Yes"
"30-5-1","56 CHAMBERS ST - 56 Chambers St","","Yes"
"30-5-19","157 LIBERTY ST - 157 Liberty St","","Yes"
"30-5-2","129 FIRST ST - 129 First St","","Yes"
"30-5-22","96 BROADWAY","","Yes"
"30-5-29","112 BROADWAY - 112 Broadway","","Yes"
"30-5-34","30 CHAMBERS ST - 30 Chambers St","","Yes"
"30-5-44","52 CHAMBERS ST - 52 Chambers St","","Yes"
"30-5-5","185 LIBERTY ST - 185 Liberty St","","Yes"
"3-10-10","4 HAMPTON PL - 4 Hampton Pl","","Yes"
"3-10-2","1 HAMPTON PL - 1 Hampton Pl","","Yes"
"31-1-23","184 LIBERTY ST - 184 Liberty St","","Yes"
"3-12-13","220 NORTH ST - 220 North St","","Yes"
"31-2-13.2","54 GRAND ST - 54 Grand St","","Yes"
"31-2-15.1","74 BROADWAY - 74 Broadway","","Yes"
"3-12-16","238 NORTH ST - 238 North St","","Yes"
"31-2-18","48 GRAND ST - 48 Grand St","","Yes"
"32-1-15","250 LITTLE BRITAIN RD REAR - 250 Little Britain Rd Rear","","Yes"
"32-1-16.11","250 LITTLE BRITAIN RD - 250 Little Britain Rd","","Yes"
"32-1-4","10 LOCUST ST - 10 Locust St","","Yes"
"32-1-8","41 WISNER AVE - 41 Wisner Ave","","Yes"
"32-1-9.21","35 WISNER AVE - 35 Wisner Ave","","Yes"
"3-3-1","18 JAMISON PL - 18 Jamison Pl","","Yes"
"3-4-10","116 NORTH ST - 116 North St","","Yes"
"34-2-19","315 BROADWAY - 315 Broadway","","Yes"
"34-2-5","371 BROADWAY - 371 Broadway","","Yes"
"34-3-21","318 WASHINGTON ST - 318 Washington St","","Yes"
"34-3-22","320 WASHINGTON ST - 320 Washington St","","Yes"
"34-3-23","322 WASHINGTON ST - 322 Washington St","","Yes"
"34-3-24","324 WASHINGTON ST - 324 Washington St","","Yes"
"34-3-27","334 WASHINGTON ST - 334 Washington St","","Yes"
"34-3-39","364 WASHINGTON ST - 364 Washington St","","Yes"
"35-1-19","288 ANN ST - 288 Ann St","","Yes"
"35-2-23","197 BROADWAY - 197 Broadway","","Yes"
"35-2-26","196 ANN ST - 196 Ann St","","Yes"
"35-3-14","16 WILLIAM ST - 16 William St","","Yes"
"35-3-17.1","26 WILLIAM ST - 26 William St","","Yes"
"35-3-31","248 WASHINGTON ST - 248 Washington St","","Yes"
"35-3-32","250 WASHINGTON ST - 250 Washington St","","Yes"
"35-3-5","255 ANN ST - 255 Ann St","","Yes"
"35-3-7","247 ANN ST - 247 Ann St","","Yes"
"35-4-9","274 WASHINGTON ST - 274 Washington St","","Yes"
"36-1-4.1","181 BROADWAY - 181 Broadway","","Yes"
"36-2-1","175 BROADWAY - 175 Broadway","","Yes"
"36-4-16","104 WASHINGTON ST - 104 Washington St","","Yes"
"36-5-10","156 WASHINGTON ST - 156 Washington St","","Yes"
"36-5-13","162 WASHINGTON ST - 162 Washington St","","Yes"
"36-5-14","166 WASHINGTON ST - 166 Washington St","","Yes"
"36-5-17","31 CLARK ST - 31 Clark St","","Yes"
"36-5-9","15 S JOHNSTON ST - 15 S Johnston St","","Yes"
"36-6-1","15 WILLIAM ST - 15 William St","","Yes"
"36-6-10","17 WILLIAM ST - 17 William St","","Yes"
"36-6-4","178 WASHINGTON ST - 178 Washington St","","Yes"
"36-6-8","21 WILLIAM ST - 21 William St","","Yes"
"36-6-9","19 WILLIAM ST - 19 William St","","Yes"
"37-7-18","6 GRAND ST - 6 Grand St","","Yes"
"38-1-15","190 W PARMENTER ST - 190 W Parmenter St","","Yes"
"38-1-26","196 A W PARMENTER ST - 196 A W Parmenter St","","Yes"
"38-2-29","203 WASHINGTON ST - 203 Washington St","","Yes"
"38-2-32","38 WILLIAM ST - 38 William St","","Yes"
"38-2-33","40 WILLIAM ST - 40 William St","","Yes"
"38-2-42","120 W PARMENTER ST - 120 W Parmenter St","","Yes"
"3-8-3.1","14 A&B COTTAGE AVE - 14 A&B Cottage Ave","","Yes"
"38-3-24","117 W PARMENTER ST - 117 W Parmenter St","","Yes"
"38-3-29.1","105 W PARMENTER ST - 105 W Parmenter St","","Yes"
"38-3-30","56 WILLIAM ST - 56 William St","","Yes"
"38-3-31","58 WILLIAM ST - 58 William St","","Yes"
"38-3-46","36 HASBROUCK ST - 36 Hasbrouck St","","Yes"
"38-3-50","44 HASBROUCK ST - 44 Hasbrouck St","","Yes"
"38-4-17","37 HASBROUCK ST - 37 Hasbrouck St","","Yes"
"38-4-2","71 HASBROUCK ST - 71 Hasbrouck St","","Yes"
"38-4-23","23 HASBROUCK ST - 23 Hasbrouck St","","Yes"
"38-4-25","19 HASBROUCK ST - 19 Hasbrouck St","","Yes"
"38-4-53","230 S WILLIAM ST - 230 S William St","","Yes"
"38-4-59.1","242 S WILLIAM ST - 242 S William St","","Yes"
"38-4-68","75 MILL ST - 75 Mill St","","Yes"
"3-8-7","131 NORTH ST - 131 North St","","Yes"
"3-9-1","7 COTTAGE AVE - 7 Cottage Ave","","Yes"
"3-9-10","419 CARPENTER AVE - 419 Carpenter Ave","","Yes"
"39-2-11","143 WASHINGTON ST - 143 Washington St","","Yes"
"39-2-15","7 S LANDER ST - 7 S Lander St","","Yes"
"39-2-18","91 WILLIAM ST - 91 William St","","Yes"
"39-2-20","87 WILLIAM ST - 87 William St","","Yes"
"39-2-21","85 WILLIAM ST - 85 William St","","Yes"
"39-2-23","79 WILLIAM ST - 79 William St","","Yes"
"39-2-24","77 WILLIAM ST - 77 William St","","Yes"
"39-2-25","69 WILLIAM ST - 69 William St","","Yes"
"3-9-27","324 ROBINSON AVE - 324 Robinson Ave","","Yes"
"3-9-28","326 ROBINSON AVE - 326 Robinson Ave","","Yes"
"3-9-29","334 ROBINSON AVE - 334 Robinson Ave","","Yes"
"39-4-32","40 SPRING ST - 40 Spring St","","Yes"
"3-9-5","31 COTTAGE AVE - 31 Cottage Ave","","Yes"
"39-5-1","35 SPRING ST - 35 Spring St","","Yes"
"39-5-14","67 LIBERTY ST - 67 Liberty St","","Yes"
"39-5-23","47-49 LIBERTY ST - 47-49 Liberty St","","Yes"
"39-5-26","41 LIBERTY ST - 41 Liberty St","","Yes"
"39-5-32","126 S WILLIAM ST - 126 S William St","","Yes"
"39-5-4","29 SPRING ST - 29 Spring St","","Yes"
"39-5-8","17 SPRING ST - 17 Spring St","","Yes"
"4-10-15","405 GRAND ST - 405 Grand St","","Yes"
"4-10-20","496 LIBERTY ST - 496 Liberty St","","Yes"
"4-10-25","508 LIBERTY ST - 508 Liberty St","","Yes"
"4-10-30","520 LIBERTY ST - 520 Liberty St","","Yes"
"4-10-4","70 LEROY PL - 70 Leroy Pl","","Yes"
"4-1-21","440 POWELL AVE - 440 Powell Ave","","Yes"
"41-2-13.1","3 CORWIN CT - 3 Corwin Ct","","Yes"
"42-2-2.1","101 ELLIS AVE - 101 Ellis Ave","","Yes"
"43-1-18","128 ROBINSON AVE - 128 S Robinson Ave","","Yes"
"43-1-19","146 S ROBINSON AVE - 146 S Robinson Ave","","Yes"
"4-3-12","8 CENTRAL AVE - 8 Central Ave","","Yes"
"43-1-24.11","170 S ROBINSON AVE - 170 S Robinson Ave","","Yes"
"43-1-27","8 DEYO PL - 8 Deyo Pl","","Yes"
"4-3-3","577 LIBERTY ST - 577 Liberty St","","Yes"
"4-3-4","575 LIBERTY ST - 575 Liberty St","","Yes"
"44-2-13","104-106 WILLIAM ST - 104-106 William St","","Yes"
"44-2-7","193 S WILLIAM ST - 193 S William St","","Yes"
"44-3-15","118 WILLIAM ST - 118 William St","","Yes"
"44-3-17","122 WILLIAM ST - 122 William St","","Yes"
"44-3-18","124 WILLIAM ST - 124 William St","","Yes"
"44-3-19","126 WILLIAM ST - 126 William St","","Yes"
"44-3-20","128 WILLIAM ST - 128 William St","","Yes"
"44-3-29","216 RENWICK ST - 216 Renwick St","","Yes"
"44-3-34","39 AVOCA ST - 39 Avoca St","","Yes"
"44-4-6","13 BRIDGE ST - 13 Bridge St","","Yes"
"44-5-20","202 OVERLOOK PL - 202 Overlook Pl","","Yes"
"44-6-10","221 RENWICK ST - 221 Renwick St","","Yes"
"44-6-18","20 BRIDGE ST - 20 Bridge St","","Yes"
"44-7-9","256 RENWICK ST - 256 Renwick St","","Yes"
"45-10-11","136 S CLARK ST - 136 S Clark St","","Yes"
"45-10-16","126 CARSON AVE - 126 Carson Ave","","Yes"
"45-10-18","130 CARSON AVE - 130 Carson Ave","","Yes"
"45-10-26","139 WILLIAM ST - 139 William St","","Yes"
"45-10-30","131 WILLIAM ST - 131 William St","","Yes"
"45-10-8","177 RENWICK ST - 177 Renwick St","","Yes"
"45-1-12","105 WILLIAM ST - 105 William St","","Yes"
"45-1-13","103 WILLIAM ST - 103 William St","","Yes"
"45-12-13.1","123 RENWICK ST - 123 Renwick St","","Yes"
"45-12-17","82 CARSON AVE - 82 Carson Ave","","Yes"
"45-12-18","84 CARSON AVE - 84 Carson Ave","","Yes"
"45-12-22","96 CARSON AVE - 96 Carson Ave","","Yes"
"45-12-6","139 RENWICK ST - 139 Renwick St","","Yes"
"45-13-10","39 BENKARD AVE - 39 Benkard Ave","","Yes"
"45-13-23","142 RENWICK ST - 142 Renwick St","","Yes"
"45-13-24","144 RENWICK ST - 144 Renwick St","","Yes"
"45-13-25","8 LITTLE MONUMENT ST - 8 Little Monument St","","Yes"
"45-13-9","41 BENKARD AVE - 41 Benkard Ave","","Yes"
"45-14-11","146 RENWICK ST - 146 Renwick St","","Yes"
"45-14-16","172 RENWICK ST - 172 Renwick St","","Yes"
"45-15-1","113 WILLIAM ST - 113 William St","","Yes"
"45-15-10","182 RENWICK ST - 182 Renwick St","","Yes"
"45-15-14","125 WILLIAM ST - 125 William St","","Yes"
"45-15-15","123 WILLIAM ST - 123 William St","","Yes"
"45-15-16","121 WILLIAM ST - 121 William St","","Yes"
"45-15-17","119 WILLIAM ST - 119 William St","","Yes"
"45-15-2","89 BENKARD AVE - 89 Benkard Ave","","Yes"
"45-15-6","174 RENWICK ST - 174 Renwick St","","Yes"
"45-1-6","84 BENKARD AVE - 84 Benkard Ave","","Yes"
"45-3-18","56 BENKARD AVE - 56 Benkard Ave","","Yes"
"45-3-4","135 S WILLIAM ST - 135 S William St","","Yes"
"45-3-7","35 S LANDER ST - 35 S Lander St","","Yes"
"45-4-1","129 S WILLIAM ST - 129 S William St","","Yes"
"45-4-11","22 BENKARD AVE - 22 Benkard Ave","","Yes"
"45-4-16","32 BENKARD AVE - 32 Benkard Ave","","Yes"
"45-4-3","125 S WILLIAM ST - 125 S William St","","Yes"
"45-4-5","109 S WILLIAM ST - 109 S William St","","Yes"
"45-4-9","18 BENKARD AVE - 18 Benkard Ave","","Yes"
"45-5-1","31 BENKARD AVE - 31 Benkard Ave","","Yes"
"45-5-18","1 LIBERTY ST - 1 Liberty St","","Yes"
"45-5-27","116 RENWICK ST - 116 Renwick St","","Yes"
"45-5-31","56 S LANDER ST - 56 S Lander St","","Yes"
"45-5-5","21 BENKARD AVE - 21 Benkard Ave","","Yes"
"45-6-14","5 LIBERTY ST WH - 5 Liberty St Wh","","Yes"
"45-6-19","44 CARSON AVE - 44 Carson Ave","","Yes"
"45-6-2","119 RENWICK ST - 119 Renwick St","","Yes"
"45-6-26","58 CARSON AVE - 58 Carson Ave","","Yes"
"45-6-30","66 CARSON AVE - 66 Carson Ave","","Yes"
"45-6-9","103 RENWICK ST - 103 Renwick St","","Yes"
"45-7-1","71 CARSON AVE - 71 Carson Ave","","Yes"
"45-7-19","27 LIBERTY ST WH - 27 Liberty St Wh","","Yes"
"45-7-21","31 LIBERTY ST WH - 31 Liberty St Wh","","Yes"
"45-7-3","67 CARSON AVE - 67 Carson Ave","","Yes"
"45-7-4","65 CARSON AVE - 65 Carson Ave","","Yes"
"45-7-5","63 CARSON AVE - 63 Carson Ave","","Yes"
"45-7-7","59 CARSON AVE - 59 Carson Ave","","Yes"
"45-8-16","93 S LANDER ST - 93 S Lander St","","Yes"
"45-8-8","91 CARSON AVE - 91 Carson Ave","","Yes"
"46-1-21","8 LIBERTY ST - 8 Liberty St","","Yes"
"46-1-26","18 LIBERTY ST - 18 Liberty St","","Yes"
"46-1-27","20 LIBERTY ST - 20 Liberty St","","Yes"
"46-1-31","36 LIBERTY ST - 36 Liberty St","","Yes"
"46-1-6","35 JOHNES ST - 35 Johnes St","","Yes"
"46-3-1","38 EDWARD ST - 38 Edward St","","Yes"
"46-5-21","9 CARSON AVE - 9 Carson Ave","","Yes"
"46-5-23","14 LIBERTY ST WH - 14 Liberty St Wh","","Yes"
"46-6-4","6 CARSON AVE - 6 Carson Ave","","Yes"
"4-7-5","2 NICOLL ST - 2 Nicoll St","","Yes"
"48-11-10","51 COURTNEY AVE - 51 Courtney Ave","","Yes"
"48-11-17","61 LIBERTY ST WH - 61 Liberty St Wh","","Yes"
"48-11-21","54 HENRY AVE - 54 Henry Ave","","Yes"
"48-1-14","75 OVERLOOK PL - 75 Overlook Pl","","Yes"
"48-12-11","73 COURTNEY AVE - 73 Courtney Ave","","Yes"
"48-12-17","74 HENRY AVE - 74 Henry Ave","","Yes"
"48-12-18.1","76 HENRY AVE - 76 Henry Ave","","Yes"
"48-12-24","88 HENRY AVE - 88 Henry Ave","","Yes"
"48-1-6","95 OVERLOOK PL - 95 Overlook Pl","","Yes"
"48-2-14","47 LIBERTY ST WH - 47 Liberty St Wh","","Yes"
"48-3-15","8 BAY VIEW TER - 8 Bay View Ter","","Yes"
"48-3-24","28 COURTNEY AVE - 28 Courtney Ave","","Yes"
"48-4-1","52 LIBERTY ST WH - 52 Liberty St Wh","","Yes"
"48-4-28","54 LIBERTY ST WH - 54 Liberty St Wh","","Yes"
"48-5-13","22 BAY VIEW TER - 22 Bay View Ter","","Yes"
"48-5-25","39 BAY VIEW TER - 39 Bay View Ter","","Yes"
"48-5-29","82 LIBERTY ST WH - 82 Liberty St Wh","","Yes"
"48-6-1","69 BEACON ST - 69 Beacon St","","Yes"
"48-6-11","95 LIBERTY ST WH - 95 Liberty St Wh","","Yes"
"48-6-22","68 BAY VIEW TER - 68 Bay View Ter","","Yes"
"48-6-9","43 BEACON ST - 43 Beacon St","","Yes"
"48-9-17","86 BEACON ST - 86 Beacon St","","Yes"
"48-9-18","90 BEACON ST - 90 Beacon St","","Yes"
"4-9-1","420 GRAND ST - 420 Grand St","","Yes"
"6-4-12","1 WARDEN CIR - 1 Warden Cir","","Yes"
"6-6-71","592 SOUTH ST - 592 South St","","Yes"
"7-10-25","28 COLUMBUS AVE - 28 Columbus Ave","","Yes"
"7-10-26","30 COLUMBUS AVE - 30 Columbus Ave","","Yes"
"7-11-17.1","34 A ROE ST - 34 A Roe St","","Yes"
"7-1-14","15 SEQUESTERED RD - 15 Sequestered Rd","","Yes"
"7-1-21","12 PINE ST - 12 Pine St","","Yes"
"7-1-4.1","293 ROBINSON AVE - 293 Robinson Ave","","Yes"
"7-1-48.12","260 GIDNEY AVE - 260 Gidney Ave","","Yes"
"7-2-14","192 GIDNEY AVE - 192 Gidney Ave","","Yes"
"7-2-17","184 GIDNEY AVE - 184 Gidney Ave","","Yes"
"7-2-18","180 GIDNEY AVE - 180 Gidney Ave","","Yes"
"7-2-34","16 MANDIGO PL - 16 Mandigo Pl","","Yes"
"7-2-39","9 HUDSON VIEW TER - 9 Hudson View Ter","","Yes"
"7-2-41","15 HUDSON VIEW TER - 15 Hudson View Ter","","Yes"
"7-2-46","35 HUDSON VIEW TER - 35 Hudson View Ter","","Yes"
"7-2-48","43 HUDSON VIEW TER - 43 Hudson View Ter","","Yes"
"7-2-5","244 ROBINSON AVE - 244 Robinson Ave","","Yes"
"7-2-52","277 CARPENTER AVE - 277 Carpenter Ave","","Yes"
"7-3-6","35 CITY TER NO - 35 City Ter No","","Yes"
"7-6-15","310 CARPENTER AVE - 310 Carpenter Ave","","Yes"
"7-6-7","11 CITY TER NO - 11 City Ter No","","Yes"
"7-7-18","255 POWELL AVE - 255 Powell Ave","","Yes"
"7-7-19","253 POWELL AVE - 253 Powell Ave","","Yes"
"7-7-20","251 POWELL AVE - 251 Powell Ave","","Yes"
"7-7-21","249 POWELL AVE - 249 Powell Ave","","Yes"
"7-7-33","118 GIDNEY AVE - 118 Gidney Ave","","Yes"
"7-7-41","260 CARPENTER AVE - 260 Carpenter Ave","","Yes"
"7-7-42","266 CARPENTER AVE - 266 Carpenter Ave","","Yes"
"7-8-12","12 HUDSON VIEW TER - 12 Hudson View Ter","","Yes"
"7-8-13","235 CARPENTER AVE - 235 Carpenter Ave","","Yes"
"7-8-5","32 HUDSON VIEW TER - 32 Hudson View Ter","","Yes"
"7-9-21","16 RUSSELL RD - 16 Russell Rd","","Yes"
"7-9-9","231 ROBINSON AVE - 231 Robinson Ave","","Yes"
"8-1-5","88 GIDNEY AVE - 88 Gidney Ave","","Yes"
"9-1-25","458 LIBERTY ST - 458 Liberty St","","Yes"
"9-1-3","83 NICOLL ST - 83 Nicoll St","","Yes"
"9-2-21","350 GRAND ST - 350 Grand St","","Yes"
"9-3-12","12 FORSYTHE PL - 12 Forsythe Pl","","Yes"
"9-3-13","10 FORSYTHE PL - 10 Forsythe Pl","","Yes"
